,id,trial,n1,n2,out
3674,36,249,sun,algae,none
3675,36,250,sun,air,none
3676,36,251,sun,earth,none
3677,36,252,sun,fire,none
3678,36,253,sun,dew,none
3679,36,254,sun,day,none
3680,36,255,day,horizon,none
3681,36,256,sun,hurricane,none
3682,36,257,sun,gunpowder,none
3683,36,258,sun,grass,hay
3684,36,259,hay,sun,none
3685,36,260,fire,hay,none
3686,36,261,water,hay,none
3687,36,262,hay,energy,none
3688,36,263,cotton,hay,none
3689,36,264,day,sky,none
3690,36,265,explosion,hay,none
3691,36,266,hay,wind,none
3692,36,267,water,hay,none
3693,36,268,hay,dust,none
3694,36,269,dust,cotton,none
3695,36,270,gunpowder,cotton,none
3696,36,271,tobacco,sun,none
3697,36,272,atomic bomb,sun,none
3698,36,273,gunpowder,energy,none
3699,36,274,earthquake,energy,none
3700,36,275,dew,sun,none
3701,36,276,cloud,storm,none
3702,36,277,horizon,storm,none
3703,36,278,hurricane,storm,none
3704,36,279,plant,storm,none
3705,36,280,water,storm,none
3706,36,281,storm,earth,none
3707,36,282,swamp,storm,none
3708,36,283,day,storm,none
3709,36,284,swamp,brick,none
3710,36,285,hay,air,none
3711,36,286,hay,horizon,none
3712,36,287,sun,steam,none
3713,36,288,sky,steam,none
3714,36,289,rainbow,steam,none
3715,36,290,plant,steam,none
3716,36,291,air,paint,none
3717,36,292,earth,paint,none
3718,36,293,fire,paint,none
3719,36,294,cotton,paint,none
3720,36,295,rainbow,paint,none
3721,37,1,water,earth,mud
3722,37,2,fire,air,energy
3723,37,3,water,energy,steam
3724,37,4,steam,mud,none
3725,37,5,earth,water,mud
3726,37,6,steam,energy,none
3727,37,7,energy,mud,none
3728,37,8,water,air,rain
3729,37,9,fire,rain,none
3730,37,10,rain,earth,plant
3731,37,11,mud,plant,swamp
3732,37,12,rain,swamp,none
3733,37,13,water,swamp,none
3734,37,14,air,swamp,none
3735,37,15,plant,energy,none
3736,37,16,swamp,air,none
3737,37,17,swamp,steam,none
3738,37,18,swamp,water,none
3739,37,19,swamp,fire,none
3740,37,20,steam,earth,geyser
3741,37,21,earth,geyser,none
3742,37,22,steam,geyser,none
3743,37,23,swamp,geyser,none
3744,37,24,geyser,mud,none
3745,37,25,swamp,rain,none
3746,37,26,plant,steam,none
3747,37,27,plant,rain,none
3748,37,28,air,geyser,none
3749,37,29,earth,energy,earthquake
3750,37,30,energy,earthquake,none
3751,37,31,earthquake,air,none
3752,37,32,fire,earthquake,none
3753,37,33,earthquake,water,none
3754,37,34,earthquake,swamp,none
3755,37,35,earthquake,steam,none
3756,37,36,earthquake,rain,none
3757,37,37,earth,plant,grass
3758,37,38,rain,grass,none
3759,37,39,fire,grass,none
3760,37,40,grass,water,dew
3761,37,41,air,dew,none
3762,37,42,fire,dew,none
3763,37,43,energy,dew,none
3764,37,44,rain,dew,none
3765,37,45,steam,dew,none
3766,37,46,dew,grass,none
3767,37,47,dew,swamp,none
3768,37,48,earthquake,water,none
3769,38,1,water,earth,mud
3770,38,2,air,mud,none
3771,38,3,fire,mud,brick
3772,38,4,fire,brick,none
3773,38,5,water,brick,none
3774,38,6,fire,earth,lava
3775,38,7,brick,lava,none
3776,38,8,lava,mud,none
3777,38,9,lava,water,obsidian
3778,38,10,obsidian,air,none
3779,38,11,obsidian,mud,none
3780,38,12,obsidian,water,none
3781,38,13,obsidian,brick,none
3782,38,14,brick,air,none
3783,38,15,fire,lava,none
3784,38,16,water,lava,obsidian
3785,38,17,obsidian,earth,none
3786,38,18,lava,earth,volcano
3787,38,19,volcano,air,none
3788,38,20,volcano,water,none
3789,38,21,volcano,mud,none
3790,38,22,volcano,obsidian,none
3791,38,23,water,volcano,none
3792,38,24,air,brick,none
3793,38,25,lava,air,stone
3794,38,26,stone,mud,none
3795,38,27,stone,fire,metal
3796,38,28,metal,stone,blade
3797,38,29,blade,metal,sword
3798,38,30,blade,fire,none
3799,38,31,metal,air,rust
3800,38,32,rust,sword,none
3801,38,33,fire,sword,none
3802,38,34,water,blade,none
3803,38,35,metal,rust,none
3804,38,36,obsidian,sword,none
3805,38,37,volcano,metal,none
3806,38,38,water,blade,none
3807,38,39,water,metal,none
3808,38,40,rust,stone,none
3809,38,41,stone,sword,excalibur
3810,38,42,excalibur,rust,none
3811,38,43,volcano,stone,none
3812,38,44,water,stone,none
3813,38,45,earth,excalibur,none
3814,38,46,air,excalibur,none
3815,38,47,air,sword,none
3816,38,48,rust,air,none
3817,38,49,mud,mud,none
3818,38,50,water,water,sea
3819,38,51,fire,fire,none
3820,38,52,earth,earth,pressure
3821,38,53,pressure,water,none
3822,38,54,pressure,rust,none
3823,38,55,pressure,sea,none
3824,38,56,pressure,obsidian,none
3825,38,57,fire,fire,none
3826,38,58,air,air,pressure
3827,38,59,blade,pressure,none
3828,38,60,obsidian,obsidian,none
3829,38,61,blade,blade,scissors
3830,38,62,brick,brick,wall
3831,38,63,lava,lava,none
3832,38,64,metal,metal,none
3833,38,65,mud,mud,none
3834,38,66,pressure,pressure,none
3835,38,67,wall,wall,house
3836,38,68,volcano,volcano,none
3837,38,69,sword,sword,none
3838,38,70,brick,scissors,none
3839,38,71,blade,scissors,none
3840,38,72,sea,sea,ocean
3841,38,73,ocean,obsidian,none
3842,38,74,earth,ocean,none
3843,38,75,water,fire,steam
3844,38,76,steam,pressure,none
3845,38,77,steam,steam,none
3846,38,78,rust,rust,none
3847,38,79,scissors,scissors,none
3848,38,80,air,water,rain
3849,38,81,ocean,rain,none
3850,38,82,earth,rain,plant
3851,38,83,plant,plant,garden
3852,38,84,garden,rain,none
3853,38,85,garden,garden,none
3854,38,86,water,garden,pond
3855,38,87,excalibur,garden,none
3856,38,88,scissors,garden,none
3857,38,89,plant,pond,none
3858,38,90,steam,plant,none
3859,38,91,stone,garden,none
3860,38,92,house,garden,none
3861,38,93,rust,rain,none
3862,38,94,sea,steam,none
3863,38,95,rain,rain,flood
3864,38,96,garden,flood,none
3865,38,97,house,flood,none
3866,38,98,scissors,sword,none
3867,38,99,rust,wall,none
3868,38,100,rain,pressure,none
3869,38,101,ocean,mud,none
3870,38,102,mud,flood,none
3871,38,103,ocean,brick,none
3872,38,104,fire,pressure,none
3873,38,105,sea,pressure,none
3874,38,106,volcano,flood,none
3875,38,107,air,steam,cloud
3876,38,108,cloud,cloud,none
3877,38,109,air,cloud,sky
3878,38,110,steam,sky,none
3879,38,111,water,sky,none
3880,38,112,sky,rain,none
3881,38,113,sky,sky,none
3882,38,114,earth,sky,horizon
3883,38,115,rain,horizon,none
3884,38,116,horizon,water,none
3885,38,117,horizon,air,none
3886,38,118,horizon,sea,none
3887,38,119,ocean,horizon,none
3888,38,120,horizon,earth,none
3889,38,121,sky,house,skyscraper
3890,38,122,skyscraper,sky,none
3891,38,123,garden,skyscraper,none
3892,38,124,earth,skyscraper,none
3893,38,125,skyscraper,air,none
3894,38,126,fire,skyscraper,none
3895,38,127,skyscraper,plant,none
3896,38,128,pond,plant,none
3897,38,129,plant,plant,garden
3898,38,130,ocean,plant,algae
3899,38,131,ocean,algae,none
3900,38,132,water,algae,none
3901,38,133,sea,algae,none
3902,38,134,rain,algae,none
3903,38,135,algae,algae,none
3904,38,136,algae,earth,none
3905,38,137,algae,air,none
3906,38,138,rust,algae,none
3907,38,139,cloud,algae,none
3908,38,140,cloud,sky,none
3909,38,141,sky,stone,moon
3910,38,142,moon,fire,none
3911,38,143,moon,cloud,none
3912,38,144,moon,sea,tide
3913,38,145,tide,sea,none
3914,38,146,algae,tide,none
3915,38,147,tide,tide,none
3916,38,148,earth,tide,none
3917,38,149,water,tide,none
3918,38,150,ocean,tide,none
3919,38,151,ocean,sea,none
3920,38,152,tide,moon,none
3921,38,153,obsidian,obsidian,none
3922,38,154,pond,tide,none
3923,38,155,moon,horizon,none
3924,38,156,sky,moon,night
3925,38,157,night,fire,none
3926,38,158,night,water,none
3927,38,159,night,earth,none
3928,38,160,air,night,none
3929,38,161,ocean,night,none
3930,38,162,sea,night,none
3931,38,163,rain,night,none
3932,38,164,moon,moon,none
3933,38,165,night,moon,none
3934,38,166,plant,moon,none
3935,38,167,blade,moon,none
3936,38,168,air,night,none
3937,38,169,fire,sky,sun
3938,38,170,sun,moon,eclipse
3939,38,171,eclipse,sky,none
3940,38,172,eclipse,rain,none
3941,38,173,eclipse,ocean,none
3942,38,174,earth,eclipse,none
3943,38,175,cloud,eclipse,none
3944,38,176,water,eclipse,none
3945,38,177,tide,eclipse,none
3946,38,178,eclipse,eclipse,none
3947,38,179,sun,sun,none
3948,38,180,sun,metal,gold
3949,38,181,gold,sea,none
3950,38,182,obsidian,gold,none
3951,38,183,blade,stone,none
3952,38,184,algae,horizon,none
3953,38,185,horizon,eclipse,none
3954,38,186,horizon,horizon,none
3955,38,187,moon,eclipse,none
3956,38,188,sun,metal,gold
3957,38,189,gold,gold,none
3958,38,190,gold,water,none
3959,38,191,moon,gold,none
3960,38,192,gold,skyscraper,none
3961,38,193,gold,skyscraper,none
3962,38,194,air,gold,none
3963,38,195,earth,gold,none
3964,38,196,wall,skyscraper,none
3965,38,197,tide,tide,none
3966,38,198,volcano,ocean,isle
3967,38,199,isle,isle,archipelago
3968,38,200,archipelago,archipelago,none
3969,38,201,archipelago,horizon,none
3970,38,202,isle,earth,none
3971,38,203,archipelago,moon,none
3972,38,204,archipelago,ocean,none
3973,38,205,earth,archipelago,none
3974,38,206,water,archipelago,none
3975,38,207,archipelago,flood,none
3976,38,208,sun,sword,none
3977,38,209,moon,fire,none
3978,38,210,mud,plant,swamp
3979,38,211,swamp,archipelago,none
3980,38,212,swamp,sun,none
3981,38,213,swamp,swamp,none
3982,38,214,skyscraper,skyscraper,city
3983,38,215,isle,night,none
3984,38,216,city,night,none
3985,38,217,city,moon,none
3986,38,218,mud,city,none
3987,38,219,city,cloud,none
3988,38,220,sky,city,none
3989,38,221,sky,sky,none
3990,38,222,lava,lava,none
3991,38,223,stone,stone,none
3992,38,224,metal,stone,blade
3993,38,225,blade,archipelago,none
3994,38,226,blade,blade,scissors
3995,38,227,scissors,scissors,none
3996,38,228,volcano,volcano,none
3997,38,229,steam,stone,none
3998,38,230,stone,sun,none
3999,38,231,isle,fire,none
4000,38,232,earth,isle,none
4001,38,233,tide,city,none
4002,38,234,flood,city,none
4003,38,235,steam,city,none
4004,38,236,air,steam,cloud
4005,38,237,pond,pond,none
4006,38,238,city,pressure,none
4007,38,239,city,city,none
4008,38,240,swamp,isle,none
4009,38,241,swamp,swamp,none
4010,38,242,swamp,algae,none
4011,38,243,moon,swamp,none
4012,38,244,wall,wall,house
4013,38,245,horizon,skyscraper,none
4014,38,246,metal,metal,none
4015,38,247,sword,metal,none
4016,38,248,water,metal,none
4017,38,249,garden,archipelago,none
4018,38,250,steam,steam,none
4019,38,251,gold,ocean,none
4020,38,252,stone,gold,none
4021,38,253,gold,volcano,none
4022,38,254,isle,mud,none
4023,38,255,mud,mud,none
4024,38,256,house,skyscraper,none
4025,38,257,wall,sun,none
4026,38,258,sun,brick,none
4027,38,259,brick,stone,none
4028,38,260,pressure,stone,none
4029,38,261,steam,stone,none
4030,38,262,air,archipelago,none
4031,38,263,cloud,archipelago,none
4032,38,264,cloud,fire,none
4033,38,265,cloud,water,rain
4034,38,266,cloud,rain,none
4035,38,267,rain,rain,flood
4036,38,268,gold,rain,none
4037,38,269,sea,rain,none
4038,38,270,ocean,rain,none
4039,38,271,rain,plant,none
4040,38,272,plant,earth,grass
4041,38,273,grass,grass,none
4042,38,274,grass,algae,none
4043,38,275,pond,grass,none
4044,38,276,grass,water,dew
4045,38,277,grass,dew,none
4046,38,278,dew,dew,none
4047,38,279,dew,water,none
4048,38,280,dew,earth,none
4049,38,281,dew,sky,none
4050,38,282,dew,night,none
4051,38,283,moon,dew,none
4052,38,284,pressure,dew,none
4053,38,285,dew,air,none
4054,38,286,plant,earth,grass
4055,38,287,grass,mud,swamp
4056,38,288,dew,plant,none
4057,38,289,plant,plant,garden
4058,38,290,garden,earth,none
4059,38,291,scissors,garden,none
4060,38,292,grass,scissors,none
4061,38,293,cloud,dew,none
4062,38,294,dew,steam,none
4063,38,295,rain,earth,plant
4064,38,296,tide,plant,none
4065,38,297,blade,plant,none
4066,38,298,plant,house,none
4067,38,299,plant,horizon,none
4068,38,300,house,grass,garden
4069,38,301,earth,grass,none
4070,38,302,grass,water,dew
4071,38,303,grass,fire,none
4072,38,304,fire,fire,none
4073,38,305,fire,earth,lava
4074,38,306,house,fire,none
4075,38,307,sky,fire,sun
4076,38,308,sun,grass,hay
4077,38,309,plant,sun,energy
4078,38,310,metal,energy,electricity
4079,38,311,ocean,electricity,none
4080,38,312,electricity,electricity,none
4081,38,313,electricity,cloud,storm
4082,38,314,plant,energy,none
4083,38,315,city,energy,none
4084,38,316,horizon,hay,none
4085,38,317,hay,hay,hay bale
4086,38,318,house,hay,barn
4087,38,319,grass,barn,none
4088,38,320,storm,storm,none
4089,38,321,air,storm,none
4090,38,322,moon,storm,none
4091,38,323,flood,storm,none
4092,38,324,sea,storm,none
4093,38,325,ocean,energy,none
4094,38,326,energy,earth,earthquake
4095,38,327,energy,energy,none
4096,38,328,air,energy,wind
4097,38,329,wind,cloud,none
4098,38,330,wind,wind,none
4099,38,331,earth,wind,none
4100,38,332,air,wind,none
4101,38,333,garden,wind,none
4102,38,334,energy,volcano,ash
4103,38,335,ash,ash,none
4104,38,336,storm,archipelago,none
4105,38,337,ash,gold,none
4106,38,338,ash,lava,none
4107,38,339,ash,obsidian,none
4108,38,340,ash,algae,none
4109,38,341,rain,storm,none
4110,38,342,hay,hay bale,none
4111,38,343,barn,grass,none
4112,38,344,garden,barn,none
4113,38,345,horizon,storm,none
4114,38,346,storm,sun,none
4115,38,347,wind,storm,none
4116,38,348,ash,sea,none
4117,38,349,tide,storm,none
4118,38,350,water,storm,none
4119,38,351,rain,storm,none
4120,38,352,skyscraper,storm,none
4121,39,1,water,fire,steam
4122,39,2,steam,air,cloud
4123,39,3,earth,fire,lava
4124,39,4,lava,steam,none
4125,39,5,water,fire,steam
4126,39,6,earth,air,dust
4127,39,7,dust,air,none
4128,39,8,water,cloud,rain
4129,39,9,rain,earth,plant
4130,39,10,plant,rain,none
4131,39,11,plant,water,algae
4132,39,12,fire,cloud,none
4133,39,13,air,algae,none
4134,39,14,plant,cloud,cotton
4135,39,15,dust,lava,none
4136,39,16,cotton,fire,none
4137,39,17,rain,dust,none
4138,39,18,steam,earth,geyser
4139,39,19,steam,fire,none
4140,39,20,water,cotton,none
4141,39,21,cloud,dust,none
4142,39,22,cotton,lava,none
4143,39,23,water,plant,algae
4144,39,24,water,rain,none
4145,39,25,lava,geyser,none
4146,39,26,air,steam,cloud
4147,39,27,cloud,cotton,none
4148,39,28,steam,geyser,none
4149,39,29,earth,cloud,fog
4150,39,30,fog,dust,none
4151,39,31,geyser,fire,none
4152,39,32,plant,cloud,cotton
4153,39,33,fog,cloud,none
4154,39,34,fire,fog,none
4155,39,35,cotton,lava,none
4156,39,36,rain,geyser,none
4157,39,37,fire,earth,lava
4158,39,38,fire,air,energy
4159,39,39,fire,algae,none
4160,39,40,fire,cloud,none
4161,39,41,fire,cotton,none
4162,39,42,fire,dust,gunpowder
4163,39,43,fire,cloud,none
4164,39,44,fire,energy,none
4165,39,45,water,energy,steam
4166,39,46,energy,fog,none
4167,39,47,energy,plant,none
4168,39,48,water,cloud,rain
4169,39,49,water,geyser,none
4170,39,50,energy,gunpowder,none
4171,39,51,energy,steam,none
4172,39,52,fire,earth,lava
4173,39,53,earth,air,dust
4174,39,54,earth,algae,none
4175,39,55,earth,cotton,none
4176,39,56,earth,dust,none
4177,39,57,earth,energy,earthquake
4178,39,58,earth,fog,none
4179,39,59,earth,plant,grass
4180,39,60,grass,energy,none
4181,39,61,air,algae,none
4182,39,62,air,cloud,sky
4183,39,63,air,cotton,none
4184,39,64,air,earthquake,none
4185,39,65,air,fog,none
4186,39,66,air,grass,none
4187,39,67,grass,plant,garden
4188,39,68,grass,rain,none
4189,39,69,sky,earth,horizon
4190,39,70,fire,sky,sun
4191,39,71,sun,water,none
4192,39,72,sun,grass,hay
4193,39,73,sun,gunpowder,none
4194,39,74,sun,plant,energy
4195,39,75,sun,sky,day
4196,39,76,sky,day,none
4197,39,77,day,plant,none
4198,39,78,garden,plant,flower
4199,39,79,flower,fire,none
4200,39,80,water,plant,algae
4201,39,81,flower,garden,none
4202,39,82,flower,flower,garden
4203,39,83,sun,cotton,none
4204,39,84,cloud,cloud,none
4205,39,85,cotton,cotton,none
4206,39,86,sun,sun,none
4207,39,87,plant,lava,none
4208,39,88,rain,sun,rainbow
4209,39,89,geyser,sun,none
4210,39,90,rain,sky,none
4211,39,91,steam,sun,none
4212,39,92,sky,steam,none
4213,39,93,sky,day,none
4214,39,94,earthquake,sun,none
4215,39,95,gunpowder,sun,none
4216,39,96,gunpowder,fire,explosion
4217,39,97,hay,sun,none
4218,39,98,hay,energy,none
4219,39,99,dust,hay,none
4220,39,100,sun,garden,none
4221,39,101,garden,water,pond
4222,39,102,pond,water,lake
4223,39,103,water,lake,none
4224,39,104,fire,lake,none
4225,39,105,lake,algae,none
4226,39,106,lake,garden,none
4227,39,107,pond,plant,none
4228,39,108,pond,sun,none
4229,39,109,earthquake,energy,none
4230,39,110,flower,pond,water lily
4231,39,111,pond,algae,none
4232,39,112,air,cloud,sky
4233,39,113,cloud,flower,none
4234,39,114,water,flower,none
4235,39,115,water,pond,lake
4236,39,116,lake,lake,none
4237,39,117,lava,lake,none
4238,39,118,explosion,energy,atomic bomb
4239,39,119,atomic bomb,algae,none
4240,39,120,energy,earthquake,none
4241,39,121,energy,horizon,none
4242,39,122,plant,earth,grass
4243,39,123,fire,plant,tobacco
4244,39,124,fire,pond,none
4245,39,125,fire,rainbow,none
4246,39,126,earth,sun,none
4247,39,127,fire,tobacco,none
4248,39,128,tobacco,tobacco,none
4249,39,129,water lily,water lily,none
4250,39,130,water lily,flower,none
4251,39,131,water lily,hay,none
4252,39,132,garden,grass,none
4253,39,133,garden,garden,none
4254,39,134,earth,lava,volcano
4255,39,135,lake,lava,none
4256,39,136,rain,water,none
4257,39,137,sky,rainbow,none
4258,39,138,rainbow,rainbow,double rainbow!
4259,39,139,sun,sun,none
4260,39,140,earth,volcano,none
4261,39,141,lava,lava,none
4262,39,142,fire,fire,none
4263,39,143,water,water,sea
4264,39,144,energy,sea,none
4265,39,145,sea,fire,salt
4266,39,146,algae,salt,none
4267,39,147,salt,fire,none
4268,39,148,salt,water,none
4269,39,149,water lily,sea,none
4270,39,150,plant,salt,none
4271,39,151,sea,grass,none
4272,39,152,sea,earth,none
4273,39,153,horizon,sea,none
4274,39,154,earthquake,fog,none
4275,39,155,sun,double rainbow!,none
4276,39,156,energy,sky,none
4277,39,157,cotton,atomic bomb,none
4278,39,158,sun,rain,rainbow
4279,39,159,volcano,explosion,none
4280,39,160,atomic bomb,air,none
4281,39,161,day,energy,none
4282,39,162,sun,gunpowder,none
4283,39,163,explosion,lava,none
4284,39,164,flower,explosion,none
4285,39,165,rainbow,cloud,none
4286,39,166,steam,dust,none
4287,39,167,sky,rainbow,none
4288,39,168,explosion,volcano,none
4289,39,169,salt,cotton,none
4290,39,170,sky,sea,horizon
4291,39,171,dust,earthquake,none
4292,39,172,dust,volcano,none
4293,39,173,fire,lava,none
4294,39,174,double rainbow!,water,none
4295,39,175,energy,water,steam
4296,39,176,flower,water,none
4297,39,177,fog,water,none
4298,39,178,garden,water,pond
4299,39,179,geyser,water,none
4300,39,180,grass,water,dew
4301,39,181,gunpowder,water,none
4302,39,182,hay,water,none
4303,39,183,horizon,water,none
4304,39,184,lake,water,none
4305,39,185,lava,water,obsidian
4306,39,186,plant,water,algae
4307,39,187,pond,water,lake
4308,39,188,algae,fire,none
4309,39,189,cloud,fire,none
4310,39,190,dew,fire,none
4311,39,191,hay,fire,none
4312,39,192,air,earth,dust
4313,39,193,cloud,earth,fog
4314,39,194,earth,fire,lava
4315,39,195,dew,earth,none
4316,39,196,energy,earth,earthquake
4317,39,197,explosion,earth,none
4318,39,198,flower,earth,none
4319,39,199,geyser,earth,none
4320,39,200,obsidian,earth,none
4321,39,201,earth,tobacco,none
4322,39,202,sun,earth,none
4323,39,203,rainbow,grass,none
4324,39,204,cotton,plant,none
4325,39,205,plant,plant,garden
4326,39,206,water,hay,none
4327,39,207,sky,water,none
4328,39,208,steam,water,none
4329,39,209,volcano,water,none
4330,39,210,water lily,water,none
4331,39,211,salt,dew,none
4332,39,212,pond,plant,none
4333,39,213,fog,grass,dew
4334,39,214,geyser,gunpowder,none
4335,39,215,lava,horizon,none
4336,39,216,rainbow,pond,none
4337,39,217,sea,sky,horizon
4338,39,218,sky,sun,day
4339,39,219,energy,day,none
4340,39,220,rainbow,rain,none
4341,39,221,sea,steam,none
4342,39,222,volcano,volcano,none
4343,39,223,earthquake,earthquake,none
4344,39,224,explosion,explosion,none
4345,39,225,lake,lake,none
4346,39,226,sea,sea,ocean
4347,39,227,plant,ocean,algae
4348,39,228,lava,ocean,none
4349,39,229,ocean,earth,none
4350,39,230,sky,sky,none
4351,39,231,sun,steam,none
4352,39,232,sun,sun,none
4353,39,233,earth,earth,pressure
4354,39,234,gunpowder,pressure,none
4355,39,235,pressure,pressure,none
4356,39,236,rain,pressure,none
4357,39,237,rainbow,pressure,none
4358,39,238,fire,pressure,none
4359,39,239,pressure,water,none
4360,39,240,dust,pressure,none
4361,39,241,sun,steam,none
4362,39,242,day,pond,none
4363,39,243,day,pressure,none
4364,39,244,sky,sea,horizon
4365,39,245,air,air,pressure
4366,39,246,earth,air,dust
4367,39,247,pressure,dust,none
4368,39,248,earthquake,hay,none
4369,39,249,fire,hay,none
4370,39,250,obsidian,plant,none
4371,39,251,plant,pond,none
4372,39,252,steam,explosion,none
4373,39,253,salt,flower,none
4374,39,254,pond,energy,none
4375,39,255,energy,pressure,none
4376,39,256,earth,horizon,none
4377,39,257,dew,dew,none
4378,39,258,geyser,grass,none
4379,39,259,salt,sea,none
4380,39,260,fire,salt,none
4381,39,261,pond,plant,none
4382,39,262,pond,lake,none
4383,39,263,water lily,geyser,none
4384,39,264,sea,sky,horizon
4385,39,265,ocean,ocean,none
4386,39,266,volcano,ocean,isle
4387,39,267,isle,cotton,none
4388,39,268,isle,plant,none
4389,39,269,isle,earth,none
4390,39,270,isle,isle,archipelago
4391,39,271,archipelago,archipelago,none
4392,39,272,archipelago,lava,none
4393,39,273,atomic bomb,archipelago,none
4394,39,274,fire,isle,none
4395,39,275,fire,hay,none
4396,39,276,hay,pressure,none
4397,39,277,garden,flower,none
4398,39,278,rain,lava,none
4399,39,279,grass,grass,none
4400,39,280,isle,grass,none
4401,39,281,gunpowder,gunpowder,none
4402,39,282,gunpowder,sun,none
4403,39,283,gunpowder,pressure,none
4404,39,284,double rainbow!,double rainbow!,none
4405,39,285,ocean,ocean,none
4406,39,286,day,day,none
4407,39,287,lake,isle,none
4408,39,288,pressure,rain,none
4409,39,289,cloud,pressure,none
4410,39,290,plant,pressure,coal
4411,39,291,coal,coal,none
4412,39,292,coal,gunpowder,none
4413,39,293,coal,steam,none
4414,39,294,steam,steam,none
4415,39,295,coal,coal,none
4416,39,296,cloud,coal,none
4417,39,297,coal,fire,none
4418,39,298,water,coal,none
4419,39,299,pressure,ocean,none
4420,39,300,pressure,dew,none
4421,39,301,explosion,coal,none
4422,39,302,fire,algae,none
4423,39,303,algae,algae,none
4424,39,304,flower,energy,none
4425,39,305,plant,lava,none
4426,39,306,sky,pond,none
4427,39,307,gunpowder,rain,none
4428,39,308,tobacco,coal,none
4429,39,309,geyser,geyser,none
4430,39,310,geyser,volcano,none
4431,39,311,volcano,coal,none
4432,39,312,pressure,salt,none
4433,39,313,gunpowder,fire,explosion
4434,39,314,fire,hay,none
4435,39,315,fire,horizon,none
4436,39,316,fire,ocean,salt
4437,39,317,fire,plant,tobacco
4438,39,318,fire,pressure,none
4439,39,319,fire,sea,salt
4440,39,320,fire,sky,sun
4441,39,321,fire,sun,none
4442,39,322,day,pressure,none
4443,39,323,water,grass,dew
4444,39,324,water,water lily,none
4445,39,325,water,geyser,none
4446,39,326,water,plant,algae
4447,39,327,water,salt,none
4448,39,328,sky,plant,none
4449,39,329,cloud,sky,none
4450,39,330,sky,sun,day
4451,39,331,explosion,earthquake,none
4452,39,332,fire,energy,none
4453,39,333,energy,fog,none
4454,39,334,energy,tobacco,none
4455,39,335,grass,earth,none
4456,40,1,water,air,rain
4457,40,2,earth,fire,lava
4458,40,3,earth,fire,lava
4459,40,4,rain,lava,none
4460,40,5,water,fire,steam
4461,40,6,air,fire,energy
4462,40,7,steam,water,none
4463,40,8,water,earth,mud
4464,40,9,water,energy,steam
4465,40,10,steam,lava,none
4466,40,11,air,energy,wind
4467,40,12,wind,rain,none
4468,40,13,wind,steam,none
4469,40,14,wind,mud,none
4470,40,15,wind,lava,none
4471,40,16,earth,air,dust
4472,40,17,lava,water,obsidian
4473,40,18,lava,obsidian,none
4474,40,19,wind,energy,hurricane
4475,40,20,hurricane,steam,none
4476,40,21,hurricane,earth,none
4477,40,22,lava,energy,none
4478,40,23,fire,energy,none
4479,40,24,dust,earth,none
4480,40,25,energy,dust,none
4481,40,26,obsidian,steam,none
4482,40,27,rain,hurricane,none
4483,40,28,wind,hurricane,none
4484,40,29,air,lava,stone
4485,40,30,air,stone,sand
4486,40,31,stone,fire,metal
4487,40,32,rain,metal,none
4488,40,33,metal,water,none
4489,40,34,mud,fire,brick
4490,40,35,metal,energy,electricity
4491,40,36,metal,electricity,wire
4492,40,37,energy,wire,none
4493,40,38,wire,metal,none
4494,40,39,water,wire,none
4495,40,40,electricity,fire,none
4496,40,41,energy,electricity,none
4497,40,42,hurricane,electricity,none
4498,40,43,wire,stone,none
4499,40,44,hurricane,air,none
4500,40,45,obsidian,hurricane,none
4501,40,46,water,energy,steam
4502,40,47,electricity,fire,none
4503,40,48,energy,fire,none
4504,40,49,electricity,earth,none
4505,40,50,electricity,earth,none
4506,40,51,lava,brick,none
4507,40,52,sand,mud,clay
4508,40,53,brick,clay,none
4509,40,54,earth,clay,none
4510,40,55,wind,clay,none
4511,40,56,clay,water,none
4512,40,57,dust,clay,none
4513,40,58,metal,clay,none
4514,40,59,wind,hurricane,none
4515,40,60,rain,sand,none
4516,40,61,air,sand,none
4517,40,62,wind,air,none
4518,40,63,sand,mud,clay
4519,40,64,obsidian,mud,none
4520,40,65,hurricane,earth,none
4521,40,66,metal,water,none
4522,40,67,clay,wire,none
4523,40,68,sand,clay,none
4524,40,69,rain,obsidian,none
4525,40,70,dust,obsidian,none
4526,40,71,hurricane,earth,none
4527,40,72,electricity,dust,none
4528,40,73,energy,dust,none
4529,40,74,rain,mud,none
4530,40,75,steam,obsidian,none
4531,40,76,water,obsidian,none
4532,40,77,fire,obsidian,none
4533,40,78,obsidian,earth,none
4534,40,79,obsidian,brick,none
4535,40,80,wire,rain,none
4536,40,81,metal,energy,electricity
4537,40,82,metal,electricity,wire
4538,40,83,wire,electricity,none
4539,40,84,wire,energy,none
4540,40,85,brick,energy,none
4541,40,86,dust,wind,none
4542,40,87,earth,steam,geyser
4543,40,88,energy,geyser,none
4544,40,89,hurricane,geyser,none
4545,40,90,fire,geyser,none
4546,40,91,obsidian,geyser,none
4547,40,92,fire,geyser,none
4548,40,93,lava,geyser,none
4549,40,94,energy,geyser,none
4550,40,95,stone,geyser,none
4551,40,96,mud,geyser,none
4552,40,97,geyser,earth,none
4553,40,98,geyser,hurricane,none
4554,40,99,geyser,brick,none
4555,40,100,stone,geyser,none
4556,40,101,geyser,sand,none
4557,40,102,lava,geyser,none
4558,40,103,wind,geyser,none
4559,40,104,geyser,rain,none
